Loading Images
Loaded
2, 8, 21, 5.031, 1.303, 0.427, 0.312,   -0.116
1, 34, 37, 3.173, 1.379, 0.423, 0.239,   -0.184
2, 36, 42, 4.699, 1.788, 0.362, 0.234,   -0.128
1, 39, 48, 3.895, 1.529, 0.432, 0.195,   -0.237
1, 38, 43, 3.646, 0.801, 0.448, 0.207,   -0.241
2, 21, 39, 3.616, 3.173, 0.305, 0.222,   -0.082
1, 30, 45, 4.421, 2.392, 0.406, 0.285,   -0.120
2, 12, 34, 2.340, 5.407, 0.284, 0.172,   -0.112
1, 15, 38, 1.730, 3.018, 0.452, 0.285,   -0.167
1, 18, 40, 5.767, 3.968, 0.433, 0.318,   -0.116
1, 28, 42, 2.649, 1.295, 0.414, 0.228,   -0.186
1, 17, 43, 5.876, 3.014, 0.456, 0.290,   -0.166
1, 34, 48, 4.428, 1.776, 0.455, 0.263,   -0.192
2, 20, 24, 5.333, 0.895, 0.360, 0.238,   -0.122
2, 36, 42, 5.363, 1.251, 0.381, 0.200,   -0.181
2, 2, 36, 1.545, 29.178, 0.312, 0.188,   -0.123
2, 22, 41, 2.297, 3.673, 0.343, 0.144,   -0.199
2, 24, 48, 3.748, 3.917, 0.319, 0.191,   -0.127
2, 17, 42, 5.108, 3.664, 0.356, 0.249,   -0.106
1, 20, 34, 2.967, 3.312, 0.419, 0.288,   -0.131
2, 19, 36, 2.052, 0.990, 0.256, 0.204,   -0.051
1, 28, 41, 3.275, 2.074, 0.435, 0.271,   -0.164
1, 40, 45, 1.392, 2.165, 0.590, 0.075,   -0.515
2, 33, 45, 1.629, 0.812, 0.263, 0.117,   -0.146
1, 27, 44, 5.502, 2.990, 0.432, 0.301,   -0.131
2, 10, 18, 4.783, 1.547, 0.418, 0.306,   -0.112
2, 32, 34, 1.805, 1.052, 0.219, 0.082,   -0.138
1, 17, 23, 1.494, 2.338, 0.381, 0.244,   -0.137
1, 31, 38, 3.391, 2.244, 0.458, 0.282,   -0.176
2, 17, 28, 1.719, 3.268, 0.213, 0.148,   -0.065
2, 36, 42, 2.502, 1.251, 0.289, 0.125,   -0.164
1, 7, 33, 1.546, 1.132, 0.454, 0.324,   -0.130
1, 36, 43, 2.513, 0.916, 0.382, 0.179,   -0.204
1, 40, 44, 5.281, 2.087, 0.447, 0.256,   -0.192
2, 35, 39, 1.309, 0.994, 0.463, 0.055,   -0.408
2, 14, 34, 5.507, 4.401, 0.380, 0.277,   -0.103
2, 3, 38, 3.744, 2.304, 0.362, 0.231,   -0.131
1, 31, 36, 3.845, 1.590, 0.371, 0.274,   -0.097
2, 40, 47, 1.673, 0.804, 0.289, 0.092,   -0.197
2, 40, 44, 3.088, 1.138, 0.372, 0.183,   -0.188
2, 24, 43, 4.739, 3.185, 0.331, 0.226,   -0.105
1, 28, 45, 4.248, 3.008, 0.416, 0.294,   -0.121
1, 21, 26, 4.412, 2.242, 0.414, 0.318,   -0.096
2, 10, 21, 1.921, 3.417, 0.200, 0.163,   -0.037
2, 19, 41, 3.786, 2.953, 0.350, 0.262,   -0.088
2, 15, 23, 1.083, 2.156, 0.201, 0.112,   -0.089
2, 9, 38, 3.202, 8.270, 0.334, 0.249,   -0.085
2, 13, 47, 1.381, 5.347, 0.315, 0.150,   -0.164
1, 27, 37, 2.167, 2.126, 0.501, 0.231,   -0.270
1, 35, 38, 4.414, 1.897, 0.393, 0.272,   -0.120
1, 34, 43, 5.848, 2.364, 0.422, 0.298,   -0.124
1, 28, 39, 5.924, 0.800, 0.459, 0.264,   -0.195
2, 10, 36, 1.111, 4.890, 0.265, 0.135,   -0.131
1, 41, 47, 2.985, 1.058, 0.403, 0.169,   -0.233
1, 29, 32, 4.370, 2.162, 0.414, 0.293,   -0.121
1, 38, 46, 4.517, 1.993, 0.451, 0.249,   -0.202
2, 2, 21, 4.767, 9.634, 0.356, 0.283,   -0.073
2, 18, 27, 2.476, 1.889, 0.225, 0.162,   -0.063
1, 25, 27, 3.135, 1.701, 0.366, 0.285,   -0.081
1, 24, 37, 4.208, 2.256, 0.396, 0.314,   -0.082
1, 28, 40, 2.205, 2.009, 0.498, 0.231,   -0.268
1, 8, 40, 2.649, 6.885, 0.431, 0.327,   -0.105
2, 3, 45, 4.583, 15.909, 0.344, 0.240,   -0.104
1, 18, 31, 3.479, 0.791, 0.448, 0.302,   -0.146
2, 9, 19, 5.402, 3.002, 0.388, 0.309,   -0.079
2, 10, 44, 3.306, 5.661, 0.354, 0.271,   -0.083
2, 36, 46, 5.431, 1.771, 0.355, 0.216,   -0.139
1, 35, 38, 2.824, 1.977, 0.472, 0.238,   -0.234
1, 10, 14, 5.846, 2.234, 0.460, 0.374,   -0.086
2, 2, 28, 2.235, 14.877, 0.300, 0.221,   -0.080
1, 14, 31, 2.658, 1.714, 0.410, 0.327,   -0.083
1, 2, 35, 4.951, 2.969, 0.455, 0.348,   -0.106
2, 27, 42, 3.389, 1.916, 0.337, 0.220,   -0.117
2, 37, 45, 5.322, 2.172, 0.364, 0.233,   -0.131
1, 29, 38, 5.469, 1.610, 0.449, 0.275,   -0.174
2, 34, 44, 1.235, 1.601, 0.450, 0.089,   -0.361
1, 13, 45, 1.436, 4.824, 0.479, 0.243,   -0.236
2, 22, 43, 4.424, 1.154, 0.370, 0.223,   -0.147
1, 33, 47, 3.019, 2.719, 0.509, 0.246,   -0.263
1, 26, 28, 3.933, 1.512, 0.379, 0.269,   -0.109
1, 17, 31, 3.401, 1.899, 0.419, 0.323,   -0.095
1, 7, 17, 5.684, 3.643, 0.455, 0.382,   -0.072
1, 18, 23, 3.986, 1.700, 0.410, 0.319,   -0.091
2, 15, 42, 4.354, 5.346, 0.351, 0.251,   -0.100
1, 32, 41, 5.617, 0.775, 0.462, 0.269,   -0.193
2, 37, 42, 3.645, 2.034, 0.300, 0.159,   -0.142
1, 11, 35, 5.324, 2.432, 0.441, 0.332,   -0.108
1, 8, 10, 5.421, 1.213, 0.475, 0.355,   -0.120
2, 32, 38, 4.815, 2.156, 0.327, 0.218,   -0.109
1, 6, 28, 4.738, 6.995, 0.431, 0.366,   -0.065
2, 40, 45, 3.378, 2.134, 0.311, 0.146,   -0.165
2, 21, 48, 5.048, 2.004, 0.401, 0.270,   -0.131
1, 9, 32, 2.711, 0.971, 0.456, 0.329,   -0.127
1, 18, 43, 5.614, 3.024, 0.430, 0.282,   -0.147
2, 20, 33, 4.322, 1.128, 0.371, 0.234,   -0.137
2, 20, 25, 4.724, 1.108, 0.417, 0.250,   -0.166
2, 5, 27, 1.829, 4.918, 0.276, 0.228,   -0.049
2, 19, 21, 4.054, 1.711, 0.341, 0.241,   -0.100
1, 10, 16, 5.860, 2.569, 0.463, 0.369,   -0.094
1, 32, 47, 5.725, 1.719, 0.442, 0.291,   -0.151
1, 7, 20, 4.074, 4.663, 0.422, 0.379,   -0.044
1, 10, 19, 5.153, 1.372, 0.453, 0.352,   -0.101
1, 13, 25, 2.653, 2.176, 0.413, 0.337,   -0.076
2, 22, 45, 4.222, 3.407, 0.354, 0.256,   -0.097
1, 19, 26, 4.762, 2.203, 0.444, 0.343,   -0.101
1, 40, 42, 1.576, 1.401, 0.593, 0.087,   -0.506
1, 26, 31, 5.945, 1.015, 0.462, 0.207,   -0.255
2, 15, 33, 4.290, 2.470, 0.373, 0.290,   -0.083
1, 12, 33, 3.309, 2.767, 0.435, 0.333,   -0.102
2, 13, 33, 5.416, 3.846, 0.363, 0.271,   -0.092
1, 2, 10, 3.810, 9.089, 0.456, 0.405,   -0.051
1, 12, 41, 5.641, 3.227, 0.458, 0.344,   -0.115
1, 19, 44, 2.889, 1.210, 0.432, 0.291,   -0.142
2, 8, 20, 5.801, 4.339, 0.411, 0.329,   -0.082
1, 37, 41, 2.728, 0.923, 0.398, 0.181,   -0.217
1, 34, 48, 1.790, 2.106, 0.566, 0.159,   -0.406
2, 19, 45, 3.541, 4.491, 0.304, 0.195,   -0.109
1, 20, 39, 1.508, 1.799, 0.484, 0.242,   -0.243
1, 9, 38, 5.556, 4.570, 0.458, 0.321,   -0.137
2, 27, 34, 1.112, 1.474, 0.388, 0.078,   -0.310
1, 25, 42, 3.905, 0.833, 0.418, 0.247,   -0.170
2, 19, 41, 3.473, 2.785, 0.319, 0.219,   -0.100
2, 41, 45, 4.251, 1.323, 0.368, 0.181,   -0.187
1, 4, 24, 1.705, 2.578, 0.436, 0.344,   -0.093
1, 25, 44, 4.486, 0.965, 0.411, 0.216,   -0.195
1, 9, 21, 3.077, 3.851, 0.405, 0.355,   -0.050
2, 26, 36, 5.783, 2.418, 0.380, 0.275,   -0.105
2, 25, 37, 3.433, 2.155, 0.311, 0.239,   -0.072
1, 36, 39, 4.768, 2.053, 0.403, 0.261,   -0.142
2, 7, 15, 2.138, 0.932, 0.383, 0.273,   -0.111
2, 33, 42, 4.043, 2.094, 0.347, 0.219,   -0.128
1, 11, 13, 3.794, 0.982, 0.447, 0.300,   -0.147
2, 22, 40, 5.996, 2.755, 0.373, 0.261,   -0.112
2, 3, 40, 3.758, 12.969, 0.325, 0.226,   -0.099
1, 40, 46, 3.083, 1.611, 0.412, 0.215,   -0.197
2, 10, 17, 1.136, 0.738, 0.219, 0.177,   -0.043
1, 12, 23, 3.082, 2.299, 0.424, 0.348,   -0.076
1, 25, 37, 4.915, 2.764, 0.418, 0.317,   -0.101
2, 6, 36, 3.912, 9.613, 0.344, 0.281,   -0.063
2, 36, 48, 3.979, 1.613, 0.368, 0.212,   -0.155
1, 3, 19, 5.975, 0.728, 0.458, 0.381,   -0.078
2, 8, 24, 5.379, 2.322, 0.421, 0.319,   -0.102
2, 21, 27, 3.158, 0.952, 0.370, 0.234,   -0.137
2, 32, 37, 2.028, 2.292, 0.306, 0.106,   -0.200
1, 13, 46, 2.525, 6.922, 0.470, 0.287,   -0.183
2, 11, 33, 5.115, 5.585, 0.370, 0.290,   -0.080
2, 30, 46, 2.093, 0.738, 0.338, 0.194,   -0.144
2, 8, 30, 5.670, 4.804, 0.383, 0.297,   -0.087
1, 5, 43, 4.203, 5.555, 0.451, 0.334,   -0.117
2, 2, 6, 1.579, 4.214, 0.235, 0.198,   -0.037
1, 9, 38, 4.686, 3.196, 0.444, 0.332,   -0.111
2, 18, 26, 4.992, 1.046, 0.434, 0.277,   -0.156
1, 9, 22, 4.939, 2.063, 0.456, 0.357,   -0.099
2, 12, 32, 2.811, 3.349, 0.330, 0.261,   -0.069
1, 40, 48, 1.991, 1.774, 0.569, 0.150,   -0.419
1, 34, 47, 2.394, 1.444, 0.432, 0.229,   -0.204
2, 31, 39, 4.518, 0.731, 0.360, 0.222,   -0.138
1, 27, 33, 3.948, 0.797, 0.437, 0.264,   -0.173
1, 2, 18, 4.282, 11.686, 0.441, 0.380,   -0.061
2, 22, 41, 3.852, 1.659, 0.365, 0.228,   -0.137
2, 32, 45, 5.714, 1.109, 0.335, 0.174,   -0.161
1, 3, 41, 4.155, 12.759, 0.454, 0.335,   -0.119
1, 37, 42, 4.004, 1.028, 0.434, 0.187,   -0.247
1, 38, 47, 1.500, 2.175, 0.587, 0.086,   -0.501
2, 18, 46, 1.090, 1.401, 0.252, 0.119,   -0.133
2, 25, 48, 3.980, 2.731, 0.350, 0.256,   -0.094
1, 28, 44, 4.896, 1.235, 0.444, 0.255,   -0.190
2, 24, 26, 4.139, 2.011, 0.325, 0.261,   -0.064
1, 27, 29, 2.916, 2.034, 0.402, 0.256,   -0.146
1, 36, 39, 2.168, 1.786, 0.528, 0.190,   -0.338
1, 7, 48, 1.226, 8.989, 0.450, 0.274,   -0.176
1, 13, 22, 4.067, 3.105, 0.419, 0.356,   -0.062
2, 32, 44, 5.184, 1.691, 0.382, 0.256,   -0.127
2, 11, 40, 1.041, 6.918, 0.286, 0.141,   -0.145
1, 17, 36, 5.183, 0.717, 0.460, 0.312,   -0.148
1, 10, 21, 3.580, 4.046, 0.400, 0.347,   -0.053
1, 19, 26, 4.285, 1.922, 0.445, 0.331,   -0.114
2, 11, 36, 4.835, 1.722, 0.427, 0.307,   -0.120
2, 3, 40, 4.244, 26.552, 0.280, 0.194,   -0.086
2, 5, 42, 2.019, 16.617, 0.383, 0.195,   -0.188
2, 34, 43, 1.738, 0.831, 0.259, 0.113,   -0.146
2, 34, 45, 5.147, 1.823, 0.341, 0.208,   -0.133
1, 7, 13, 4.274, 3.160, 0.445, 0.381,   -0.064
1, 18, 38, 5.074, 2.365, 0.456, 0.306,   -0.150
1, 37, 44, 4.761, 0.992, 0.465, 0.181,   -0.284
2, 21, 32, 2.721, 2.731, 0.258, 0.159,   -0.100
1, 9, 12, 5.774, 1.317, 0.465, 0.363,   -0.102
2, 25, 42, 4.739, 1.306, 0.374, 0.224,   -0.150
2, 24, 32, 5.435, 2.308, 0.347, 0.259,   -0.088
1, 34, 40, 3.715, 1.627, 0.420, 0.255,   -0.166
2, 8, 10, 1.765, 2.189, 0.207, 0.176,   -0.031
2, 7, 28, 1.860, 3.801, 0.270, 0.208,   -0.062
2, 31, 35, 5.551, 2.026, 0.345, 0.255,   -0.091
2, 35, 42, 3.876, 2.009, 0.378, 0.213,   -0.164
1, 18, 39, 2.464, 2.154, 0.380, 0.310,   -0.069
1, 7, 48, 4.264, 11.925, 0.440, 0.325,   -0.115
1, 16, 44, 3.588, 5.070, 0.449, 0.302,   -0.147
2, 40, 47, 3.473, 1.094, 0.344, 0.141,   -0.204
1, 4, 48, 1.798, 20.446, 0.481, 0.270,   -0.211
1, 20, 31, 3.457, 2.078, 0.369, 0.326,   -0.043
2, 27, 48, 3.963, 3.358, 0.346, 0.219,   -0.127
1, 23, 44, 3.587, 3.094, 0.414, 0.295,   -0.119
1, 39, 41, 3.917, 0.889, 0.446, 0.199,   -0.247
2, 22, 43, 5.393, 3.205, 0.391, 0.275,   -0.117
2, 5, 26, 3.175, 9.713, 0.347, 0.287,   -0.061
1, 18, 20, 2.527, 1.787, 0.348, 0.309,   -0.039
1, 15, 19, 2.725, 1.582, 0.398, 0.315,   -0.083
2, 5, 31, 2.826, 3.813, 0.386, 0.285,   -0.101
1, 33, 35, 1.272, 1.788, 0.529, 0.083,   -0.445
2, 13, 35, 5.554, 5.028, 0.372, 0.283,   -0.088
1, 15, 33, 2.753, 3.599, 0.399, 0.306,   -0.093
2, 29, 44, 4.769, 1.685, 0.352, 0.219,   -0.133
2, 24, 41, 1.704, 0.725, 0.275, 0.183,   -0.092
2, 10, 24, 3.033, 2.954, 0.337, 0.295,   -0.041
2, 16, 38, 5.052, 1.620, 0.388, 0.268,   -0.120
1, 22, 34, 5.028, 2.025, 0.432, 0.303,   -0.130
1, 40, 48, 3.805, 2.131, 0.469, 0.244,   -0.225
1, 27, 29, 4.292, 1.978, 0.393, 0.312,   -0.081
1, 24, 31, 4.444, 0.781, 0.455, 0.272,   -0.182
1, 39, 43, 1.167, 2.077, 0.580, 0.059,   -0.520
1, 32, 40, 1.269, 1.718, 0.544, 0.090,   -0.455
1, 11, 44, 2.172, 3.749, 0.399, 0.305,   -0.094
2, 7, 28, 5.179, 1.478, 0.393, 0.285,   -0.108
1, 32, 39, 5.458, 1.023, 0.421, 0.174,   -0.247
2, 13, 18, 5.140, 0.770, 0.417, 0.299,   -0.118
2, 10, 23, 5.994, 0.986, 0.403, 0.287,   -0.117
2, 4, 48, 1.620, 15.226, 0.351, 0.178,   -0.173
2, 41, 46, 2.896, 1.531, 0.309, 0.138,   -0.171
2, 36, 48, 2.225, 1.348, 0.311, 0.119,   -0.192
2, 19, 45, 3.040, 2.398, 0.345, 0.252,   -0.093
1, 29, 35, 5.861, 1.302, 0.455, 0.248,   -0.206
2, 28, 36, 1.489, 1.817, 0.419, 0.067,   -0.352
1, 32, 34, 4.923, 1.827, 0.424, 0.286,   -0.138
2, 3, 13, 1.771, 0.963, 0.371, 0.294,   -0.077
1, 20, 22, 4.629, 1.103, 0.436, 0.254,   -0.182
2, 35, 48, 2.330, 2.282, 0.338, 0.114,   -0.225
1, 14, 17, 2.253, 2.298, 0.399, 0.315,   -0.084
1, 24, 35, 2.703, 2.847, 0.469, 0.274,   -0.194
1, 38, 42, 1.281, 0.920, 0.563, 0.085,   -0.478
1, 6, 46, 5.101, 15.147, 0.431, 0.318,   -0.114
2, 20, 27, 2.216, 1.701, 0.200, 0.152,   -0.048
2, 12, 27, 3.072, 1.018, 0.420, 0.305,   -0.115
1, 30, 39, 3.287, 0.995, 0.446, 0.200,   -0.246
1, 12, 19, 2.197, 1.171, 0.394, 0.318,   -0.077
2, 41, 48, 3.337, 2.189, 0.331, 0.149,   -0.181
2, 20, 32, 2.064, 1.458, 0.244, 0.153,   -0.091
2, 40, 43, 5.269, 1.152, 0.388, 0.182,   -0.206
2, 35, 48, 5.791, 2.462, 0.355, 0.243,   -0.112
2, 38, 46, 3.566, 1.466, 0.344, 0.169,   -0.175
1, 41, 43, 4.161, 1.152, 0.429, 0.196,   -0.232
2, 33, 36, 4.042, 1.622, 0.313, 0.219,   -0.094
2, 7, 12, 3.306, 1.341, 0.444, 0.334,   -0.110
2, 11, 38, 3.227, 1.421, 0.463, 0.316,   -0.147
2, 26, 42, 1.247, 0.954, 0.246, 0.108,   -0.138
1, 3, 42, 5.333, 6.150, 0.451, 0.342,   -0.109
1, 36, 47, 2.691, 0.749, 0.441, 0.214,   -0.227
1, 4, 45, 3.107, 15.325, 0.448, 0.340,   -0.108
1, 4, 6, 5.885, 0.960, 0.462, 0.370,   -0.092
2, 39, 43, 2.112, 0.977, 0.277, 0.093,   -0.184
1, 17, 19, 3.917, 1.771, 0.422, 0.321,   -0.101
2, 34, 48, 4.382, 1.325, 0.309, 0.171,   -0.137
1, 40, 44, 5.029, 2.198, 0.438, 0.240,   -0.198
2, 2, 8, 2.979, 7.281, 0.298, 0.257,   -0.041
1, 18, 41, 2.512, 4.553, 0.447, 0.259,   -0.188
2, 22, 26, 3.951, 1.863, 0.330, 0.260,   -0.070
2, 14, 29, 3.492, 1.014, 0.406, 0.267,   -0.139
